fungal sp. NLR-2013,EUSF1452_ITS1F_C11.ab1,gi|528749500|gb|KC867922.1|,99.80,492,1,0,1,492,15,506,0.0,904
Biscogniauxia mediterranea,EUSF1364_ITS1F_B12.ab1,gi|686476922|gb|KM216771.1|,97.66,556,7,4,1,552,4,557,0.0,950
Neofusicoccum australe,EUSF1301_ITS1F_C04.ab1,gi|1279118004|gb|MG547966.1|,100.00,524,0,0,1,524,33,556,0.0,968
Stemphylium vesicarium,EUSF1289_ITS1F_G02.ab1,gi|1253224941|gb|MG065802.1|,100.00,535,0,0,1,535,8,542,0.0,989
Stemphylium vesicarium,EUSF0830_ITS1F_D04.ab1,gi|1253224938|gb|MG065799.1|,100.00,527,0,0,1,527,34,560,0.0,974
Graphostroma sp. SGLMf27,EUSF1151_ITS1F_C09.ab1,gi|203285135|gb|EU715682.1|,98.32,713,10,2,1,712,32,743,0.0,1249
Cladosporium cf. ramotenellum,EUSF1329_ITS1F_G07.ab1,gi|1246351628|gb|KY781778.1|,100.00,509,0,0,1,509,41,549,0.0,941
Marthamyces desmoschoeni,EUSF0792_ITS1F_D11.ab1,gi|645930562|gb|KJ606679.1|,98.48,725,10,1,1,725,54,777,0.0,1277
fungal sp. ARIZ AZ0661,EUSF1295_ITS1F_E03.ab1,gi|295850650|gb|HM123377.1|,99.81,538,1,0,1,538,17,554,0.0,989
Capnodiales sp. WQ-2013g,EUSF1459_ITS1F_B12.ab1,gi|1126364292|dbj|LC121129.1|,100.00,498,0,0,1,498,6,503,0.0,920
Cladosporium cf. ramotenellum,EUSF1302_ITS1F_D04.ab1,gi|1246351628|gb|KY781778.1|,100.00,507,0,0,1,507,41,547,0.0,937
Neofusicoccum sp. HGMM-2009a,EUSF1325_ITS1F_C07.ab1,gi|1186322683|gb|KY053041.1|,100.00,524,0,0,1,524,31,554,0.0,968
fungal endophyte,EUSF0797_ITS1F_A12.ab1,gi|909627828|gb|KT203145.1|,100.00,535,0,0,1,535,16,550,0.0,989
Penicillium glabrum,EUSF1166_ITS1F_B11.ab1,gi|1176862447|gb|KY318471.1|,100.00,524,0,0,1,524,29,552,0.0,968
Penicillium glabrum,EUSF1166_ITS1F_B11.ab1,gi|1176862447|gb|KY318471.1|,94.19,86,0,5,1,86,584,664,6e-25,126
fungal sp. P1N6,EUSF1338_ITS1F_H08.ab1,gi|573864634|gb|KF734993.1|,89.11,560,39,16,1,547,14,564,0.0,678
Graphostroma sp. SGLMf27,EUSF1085_ITS1F_F12.ab1,gi|203285135|gb|EU715682.1|,98.32,713,10,2,1,712,32,743,0.0,1249
Cladosporium cf. ramotenellum,EUSF1421_ITS1F_D07.ab1,gi|1246351628|gb|KY781778.1|,100.00,512,0,0,1,512,41,552,0.0,946
Acremonium sp. MAB-2010ag,EUSF1294_ITS1F_D03.ab1,gi|327532892|gb|HQ829143.1|,100.00,544,0,0,1,544,47,590,0.0,1005
Biscogniauxia mediterranea,EUSF1376_ITS1F_G01.ab1,gi|686476922|gb|KM216771.1|,97.64,552,7,4,1,548,4,553,0.0,942
Neofusicoccum australe,EUSF1246_ITS1F_C09.ab1,gi|1226134392|gb|MF578757.1|,100.00,528,0,0,1,528,31,558,0.0,976
Graphostroma sp. SGLMf27,EUSF1076_ITS1F_E11.ab1,gi|203285135|gb|EU715682.1|,98.32,713,10,2,1,712,32,743,0.0,1249
Graphostroma sp. SGLMf27,EUSF1010_ITS1F_C03.ab1,gi|203285135|gb|EU715682.1|,98.33,657,9,2,1,656,88,743,0.0,1151
Nemania maritima,EUSF1690_ITS1F_E08.ab1,gi|1147168949|gb|KY610414.1|,100.00,568,0,0,5,572,1,568,0.0,1050
Xylaria sp. ICMP 20627,EUSF1370_ITS1F_A01.ab1,gi|909838518|gb|KP689114.1|,99.80,503,1,0,1,503,121,623,0.0,924
Marthamyces desmoschoeni,EUSF0948_ITS1F_D07.ab1,gi|645930562|gb|KJ606679.1|,98.49,728,10,1,1,728,51,777,0.0,1282
Neofusicoccum luteum,EUSF0685_ITS1F_G09.ab1,gi|1186322697|gb|KY053055.1|,100.00,103,0,0,1,103,12,114,3e-45,191
Marthamyces desmoschoeni,EUSF0751_ITS1F_C06.ab1,gi|645930562|gb|KJ606679.1|,98.48,726,10,1,1,726,51,775,0.0,1279
fungal endophyte,EUSF1206_ITS1F_C04.ab1,gi|129562620|gb|EF420017.1|,100.00,622,0,0,1,622,36,657,0.0,1149
Marthamyces desmoschoeni,EUSF0874_ITS1F_H09.ab1,gi|645930562|gb|KJ606679.1|,98.48,725,10,1,1,725,54,777,0.0,1277
Graphostroma sp. SGLMf27,EUSF0602_ITS1F_C11.ab1,gi|203285135|gb|EU715682.1|,98.18,713,11,2,1,712,32,743,0.0,1243
Capnodiales sp. WQ-2013g,EUSF0779_ITS1F_G09.ab1,gi|1126364292|dbj|LC121129.1|,100.00,492,0,0,1,492,6,497,0.0,909
Capnodiales sp. WQ-2013g,EUSF1437_ITS1F_D09.ab1,gi|1126364292|dbj|LC121129.1|,100.00,494,0,0,1,494,6,499,0.0,913
Neofusicoccum luteum,EUSF1315_ITS1F_A06.ab1,gi|1186322659|gb|KY053017.1|,100.00,525,0,0,1,525,31,555,0.0,970
fungal endophyte,EUSF1419_ITS1F_B07.ab1,gi|129562620|gb|EF420017.1|,100.00,622,0,0,1,622,36,657,0.0,1149
Neofusicoccum australe,EUSF1314_ITS1F_H05.ab1,gi|1279118004|gb|MG547966.1|,100.00,530,0,0,1,530,33,562,0.0,979
fungal sp. ARIZ AZ0799,EUSF1005_ITS1F_F02.ab1,gi|295850769|gb|HM123496.1|,88.61,764,38,26,4,745,10,746,0.0,883
Capnodiales sp. WQ-2013g,EUSF0802_ITS1F_F12.ab1,gi|1126364292|dbj|LC121129.1|,100.00,492,0,0,1,492,6,497,0.0,909
Sordariomycetes sp. genotype 88,EUSF0784_ITS1F_D10.ab1,gi|1103850330|gb|KX909161.1|,100.00,532,0,0,1,532,8,539,0.0,983
Phomopsis sp. RH32,EUSF0803_ITS1F_G12.ab1,gi|1317807372|dbj|LC171710.1|,100.00,548,0,0,1,548,39,586,0.0,1013
Capnodiales sp. WQ-2013g,EUSF0775_ITS1F_C09.ab1,gi|1126364292|dbj|LC121129.1|,100.00,492,0,0,1,492,6,497,0.0,909
Mycosphaerella sp. GSM5_3_4,EUSF0777_ITS1F_E09.ab1,gi|583952023|gb|KF128849.1|,100.00,494,0,0,1,494,36,529,0.0,913
Capnodiales sp. WQ-2013g,EUSF0869_ITS1F_C09.ab1,gi|1126364292|dbj|LC121129.1|,100.00,494,0,0,1,494,6,499,0.0,913
Neofusicoccum australe,EUSF1348_ITS1F_B10.ab1,gi|1279118004|gb|MG547966.1|,100.00,524,0,0,1,524,33,556,0.0,968
Cladosporium sp.,EUSF1362_ITS1F_H11.ab1,gi|1314929435|gb|MG686512.1|,100.00,481,0,0,1,481,32,512,0.0,889
Cladosporium sp.,EUSF1362_ITS1F_H11.ab1,gi|1314929435|gb|MG686512.1|,94.89,137,5,2,1,135,562,698,4e-51,213
Marthamyces desmoschoeni,EUSF0963_ITS1F_C09.ab1,gi|645930562|gb|KJ606679.1|,98.49,728,10,1,1,728,51,777,0.0,1282
Cladosporium cladosporioides,EUSF1185_ITS1F_F01.ab1,gi|1173125830|gb|KY039310.1|,100.00,513,0,0,1,513,12,524,0.0,948
Sordariomycetes sp. genotype 926 JMUR-2014,EUSF1387_ITS1F_B03.ab1,gi|659362575|gb|KJ508280.1|,100.00,545,0,0,1,545,3,547,0.0,1007
Graphostroma sp. SGLMf27,EUSF0601_ITS1F_B11.ab1,gi|203285135|gb|EU715682.1|,98.32,713,10,2,1,712,32,743,0.0,1249
Marthamyces desmoschoeni,EUSF0960_ITS1F_H08.ab1,gi|645930562|gb|KJ606679.1|,98.49,728,10,1,1,728,51,777,0.0,1282
Nemania serpens,EUSF0783_ITS1F_C10.ab1,gi|961474777|gb|KU141386.1|,100.00,534,0,0,1,534,66,599,0.0,987
Graphostroma sp. SGLMf27,EUSF0598_ITS1F_G10.ab1,gi|203285135|gb|EU715682.1|,98.46,713,9,2,1,712,32,743,0.0,1254
Sarcosomataceae sp.,EUSF0880_ITS1F_F10.ab1,gi|1201220383|gb|MF230941.1|,99.82,557,1,0,4,560,1,557,0.0,1024
Biscogniauxia mediterranea,EUSF0616_ITS1F_B01.ab1,gi|686476922|gb|KM216771.1|,97.84,556,6,4,1,552,4,557,0.0,955
Graphostroma sp. SGLMf27,EUSF0667_ITS1F_E07.ab1,gi|203285135|gb|EU715682.1|,98.46,713,9,2,1,712,32,743,0.0,1254
Cladosporium ramotenellum,EUSF0532_ITS1F_A12.ab1,gi|1153124382|gb|KX674646.1|,100.00,522,0,0,1,522,118,639,0.0,965
Cladosporium cf. ramotenellum,EUSF1313_ITS1F_G05.ab1,gi|1246351628|gb|KY781778.1|,100.00,509,0,0,1,509,41,549,0.0,941
Marthamyces desmoschoeni,EUSF0718_ITS1F_B02.ab1,gi|645930562|gb|KJ606679.1|,98.49,728,10,1,1,728,51,777,0.0,1282
Graphostroma sp. SGLMf27,EUSF0726_ITS1F_B03.ab1,gi|203285135|gb|EU715682.1|,98.46,713,9,2,1,712,32,743,0.0,1254
Diaporthe foeniculina,EUSF0790_ITS1F_B11.ab1,gi|1040065109|gb|KU375676.1|,100.00,533,0,0,1,533,1,533,0.0,985
Biscogniauxia mediterranea,EUSF0604_ITS1F_E11.ab1,gi|1229748503|gb|KX676293.1|,97.23,470,9,3,4,472,88,554,0.0,793
Capnodiales sp. WQ-2013g,EUSF0800_ITS1F_D12.ab1,gi|1126364292|dbj|LC121129.1|,100.00,492,0,0,1,492,6,497,0.0,909
Graphostroma sp. SGLMf27,EUSF0636_ITS1F_F03.ab1,gi|203285135|gb|EU715682.1|,98.32,713,10,2,1,712,32,743,0.0,1249
Diaporthe rudis,EUSF0788_ITS1F_H10.ab1,gi|983947170|gb|KR909216.1|,100.00,548,0,0,1,548,32,579,0.0,1013
Graphostroma sp. SGLMf27,EUSF1063_ITS1F_H09.ab1,gi|203285135|gb|EU715682.1|,98.46,713,9,2,1,712,32,743,0.0,1254
Ramularia eucalypti,EUSF1713_ITS1F_D11.ab1,gi|807057501|gb|KR014378.1|,100.00,504,0,0,1,504,28,531,0.0,931
Marthamyces desmoschoeni,EUSF0933_ITS1F_E05.ab1,gi|645930562|gb|KJ606679.1|,98.49,729,10,1,1,729,50,777,0.0,1284
Diaporthe foeniculina,EUSF0879_ITS1F_E10.ab1,gi|1040065109|gb|KU375676.1|,100.00,548,0,0,1,548,1,548,0.0,1013
Sordariomycetes sp. DC2119,EUSF1212_ITS1F_A05.ab1,gi|239948649|gb|GQ153015.1|,99.81,534,1,0,1,534,17,550,0.0,983
Biscogniauxia mediterranea,EUSF1715_ITS1F_H07.ab1,gi|686476922|gb|KM216771.1|,97.66,556,7,4,1,552,4,557,0.0,950
Neofusicoccum australe,EUSF1280_ITS1F_F01.ab1,gi|1279118004|gb|MG547966.1|,100.00,524,0,0,1,524,33,556,0.0,968
Acremonium sp. MAB-2010ag,EUSF1266_ITS1F_G11.ab1,gi|327532892|gb|HQ829143.1|,100.00,541,0,0,1,541,52,592,0.0,1000
Pithya cupressina,EUSF1432_ITS1F_G08.ab1,gi|2114364|gb|U66009.1|PCU66009,100.00,556,0,0,1,556,44,599,0.0,1027
Graphostroma sp. SGLMf27,EUSF0665_ITS1F_C07.ab1,gi|203285135|gb|EU715682.1|,98.32,713,10,2,1,712,32,743,0.0,1249
Stemphylium vesicarium,EUDF0541_ITS1F_D12.ab1,gi|1253224938|gb|MG065799.1|,100.00,540,0,0,1,540,8,547,0.0,998
Neofusicoccum australe,EUSF1307_ITS1F_A05.ab1,gi|1279118004|gb|MG547966.1|,100.00,524,0,0,1,524,33,556,0.0,968
Graphostroma sp. SGLMf27,EUSF0651_ITS1F_E05.ab1,gi|203285135|gb|EU715682.1|,98.32,713,10,2,1,712,32,743,0.0,1249
Graphostroma sp. SGLMf27,EUSF1215_ITS1F_D05.ab1,gi|203285135|gb|EU715682.1|,98.32,713,10,2,1,712,32,743,0.0,1249
Graphostroma sp. SGLMf27,EUSF0715_ITS1F_G01.ab1,gi|203285135|gb|EU715682.1|,98.32,713,10,2,1,712,32,743,0.0,1249
Cladosporium allicinum,EUSF0553_ITS1F_B05.ab1,gi|1269187260|gb|MG250412.1|,100.00,458,0,0,1,458,123,580,0.0,846
Diaporthe australafricana,EUSF0801_ITS1F_E12.ab1,gi|469783267|gb|KC343039.1|,100.00,546,0,0,1,546,32,577,0.0,1009
Marthamyces desmoschoeni,EUSF1694_ITS1F_A09.ab1,gi|645930562|gb|KJ606679.1|,98.48,725,10,1,1,725,54,777,0.0,1277
Sordariomycetes sp. genotype 88,EUSF0789_ITS1F_A11.ab1,gi|1103850330|gb|KX909161.1|,100.00,533,0,0,1,533,8,540,0.0,985
Stemphylium sp.,EUSF1679_ITS1F_G11.ab1,gi|1253224936|gb|MG065797.1|,100.00,534,0,0,1,534,10,543,0.0,987
Biscogniauxia mediterranea,EUSF1707_ITS1F_F10.ab1,gi|686476922|gb|KM216771.1|,97.66,556,7,4,1,552,4,557,0.0,950
Kretzschmaria deusta,EUSF1434_ITS1F_A09.ab1,gi|1178763676|gb|KY781165.1|,100.00,606,0,0,1,606,1796,2401,0.0,1120
fungal endophyte,EUSF1429_ITS1F_D08.ab1,gi|129562620|gb|EF420017.1|,100.00,609,0,0,1,609,49,657,0.0,1125
Graphostroma sp. SGLMf27,EUSF1067_ITS1F_D10.ab1,gi|203285135|gb|EU715682.1|,98.18,713,11,2,1,712,32,743,0.0,1243
Graphostroma sp. SGLMf27,EUSF1091_ITS1F_G01.ab1,gi|203285135|gb|EU715682.1|,98.18,713,11,2,1,712,32,743,0.0,1243
fungal sp. NLR-2013,EUSF0533_ITS1F_B12.ab1,gi|528749510|gb|KC867932.1|,100.00,507,0,0,1,507,23,529,0.0,937
Cladosporium cf. ramotenellum,EUSF1163_ITS1F_G10.ab1,gi|1246351628|gb|KY781778.1|,100.00,507,0,0,1,507,41,547,0.0,937
Biscogniauxia mediterranea,EUSF1082_ITS1F_C12.ab1,gi|686476922|gb|KM216771.1|,97.76,492,6,3,1,489,4,493,0.0,843
Cladosporium cf. ramotenellum,EUSF0881_ITS1F_G10.ab1,gi|1246351628|gb|KY781778.1|,100.00,509,0,0,1,509,41,549,0.0,941
Penicillium roseopurpureum,EUSF1336_ITS1F_F08.ab1,gi|665388063|gb|KJ775658.1|,100.00,547,0,0,1,547,10,556,0.0,1011
Xylaria sp. ICMP 20627,EUSF1171_ITS1F_G11.ab1,gi|909838518|gb|KP689114.1|,99.82,549,1,0,1,549,67,615,0.0,1009
Cladosporium cladosporioides,EUSF1199_ITS1F_D03.ab1,gi|1173125830|gb|KY039310.1|,100.00,513,0,0,1,513,12,524,0.0,948
Graphostroma sp. SGLMf27,EUSF1064_ITS1F_A10.ab1,gi|203285135|gb|EU715682.1|,98.32,713,10,2,1,712,32,743,0.0,1249
Xylaria sp. ICMP 20627,EUSF0768_ITS1F_D08.ab1,gi|909838518|gb|KP689114.1|,99.81,535,1,0,1,535,75,609,0.0,983
Graphostroma sp. SGLMf27,EUSF1202_ITS1F_G03.ab1,gi|203285135|gb|EU715682.1|,98.32,713,10,2,1,712,32,743,0.0,1249
Diaporthe sp. RH23,EUSF0781_ITS1F_A10.ab1,gi|1317807373|dbj|LC171711.1|,100.00,541,0,0,1,541,8,548,0.0,1000
Sordariomycetes sp.,EUSF1380_ITS1F_C02.ab1,gi|961554592|gb|KT264665.1|,99.81,524,1,0,1,524,31,554,0.0,963
Pringsheimia euphorbiae,EUSF1456_ITS1F_G11.ab1,gi|1126634286|ref|NR_145344.1|,93.00,543,32,5,6,543,11,552,0.0,787
Nemania maritima,EUSF1269_ITS1F_B12.ab1,gi|1147168949|gb|KY610414.1|,100.00,559,0,0,5,563,1,559,0.0,1033
Cladosporium cf. ramotenellum,EUSF1099_ITS1F_G02.ab1,gi|1246351628|gb|KY781778.1|,100.00,507,0,0,1,507,41,547,0.0,937
Cladosporium cf. ramotenellum,EUSF1400_ITS1F_G04.ab1,gi|1246351628|gb|KY781778.1|,100.00,507,0,0,1,507,41,547,0.0,937
foliar endophyte of Picea glauca sp. O6,EUSF0758_ITS1F_B07.ab1,gi|46401425|gb|AY561215.1|,97.92,529,8,3,1,527,37,564,0.0,913
Biscogniauxia mediterranea,EUSF0911_ITS1F_G02.ab1,gi|686476922|gb|KM216771.1|,97.83,552,6,4,1,548,4,553,0.0,948
Capnodiales sp. WQ-2013g,EUSF0742_ITS1F_B05.ab1,gi|1126364292|dbj|LC121129.1|,100.00,492,0,0,1,492,6,497,0.0,909
fungal sp. ARIZ AZ0811,EUSF0556_ITS1F_E05.ab1,gi|295850780|gb|HM123507.1|,92.37,629,45,3,1,627,7,634,0.0,893
Diaporthe australafricana,EUSF0769_ITS1F_E08.ab1,gi|469783267|gb|KC343039.1|,100.00,549,0,0,1,549,29,577,0.0,1014
Cladosporium sp.,EUSF1337_ITS1F_G08.ab1,gi|1314929436|gb|MG686513.1|,100.00,477,0,0,1,477,35,511,0.0,881
Pezicula melanigena,EUSF0703_ITS1F_A12.ab1,gi|1060717049|gb|KU743952.1|,99.80,512,0,1,1,511,45,556,0.0,939
Tricharina striispora,EUSF0605_ITS1F_F11.ab1,gi|395805287|gb|JQ836556.1|,97.59,539,9,4,1,536,35,572,0.0,920
Penicillium glabrum,EUSF1164_ITS1F_H10.ab1,gi|1159180477|gb|KY684280.1|,100.00,536,0,0,1,536,16,551,0.0,990
Xylaria sp. ICMP 20627,EUSF0983_ITS1F_G11.ab1,gi|909838518|gb|KP689114.1|,99.82,557,1,0,1,557,67,623,0.0,1024
Cladosporium cf. ramotenellum,EUSF1140_ITS1F_H07.ab1,gi|1246351628|gb|KY781778.1|,100.00,506,0,0,1,506,41,546,0.0,935
Cladosporium cf. ramotenellum,EUSF1629_ITS1F_A11.ab1,gi|1246351628|gb|KY781778.1|,100.00,506,0,0,1,506,41,546,0.0,935
Nemania serpens,EUSF1051_ITS1F_D08.ab1,gi|961474777|gb|KU141386.1|,99.82,545,1,0,1,545,55,599,0.0,1002
Graphostroma sp. SGLMf27,EUSF0640_ITS1F_B04.ab1,gi|203285135|gb|EU715682.1|,98.46,713,9,2,1,712,32,743,0.0,1254
Biscogniauxia mediterranea,EUSF1152_ITS1F_D09.ab1,gi|686476922|gb|KM216771.1|,97.64,550,7,4,1,546,4,551,0.0,939
Cladosporium cf. ramotenellum,EUSF1158_ITS1F_B10.ab1,gi|1246351628|gb|KY781778.1|,99.80,507,1,0,1,507,41,547,0.0,933
Penicillium sp. LW-2016c,EUSF1161_ITS1F_E10.ab1,gi|1117142865|ref|NR_144866.1|,99.45,548,3,0,1,548,125,672,0.0,996
fungal endophyte,EUSF1633_ITS1F_E11.ab1,gi|129562620|gb|EF420017.1|,99.84,608,1,0,1,608,47,654,0.0,1118
Mycosphaerella coacervata,EUSF0771_ITS1F_G08.ab1,gi|922074306|gb|KP942874.1|,100.00,493,0,0,1,493,43,535,0.0,911
Capnodiales sp. WQ-2013g,EUSF0754_ITS1F_F06.ab1,gi|1126364292|dbj|LC121129.1|,100.00,494,0,0,1,494,6,499,0.0,913
Cladosporium sp.,EUSF1345_ITS1F_G09.ab1,gi|1314929436|gb|MG686513.1|,100.00,477,0,0,1,477,35,511,0.0,881
Phomopsis sp. JW28-2,EUSF0989_ITS1F_E12.ab1,gi|260909316|gb|GQ906957.1|,100.00,558,0,0,1,558,37,594,0.0,1031
Penicillium spathulatum,EUSF1700_ITS1F_G09.ab1,gi|426273796|gb|JX313157.1|,100.00,537,0,0,4,540,1,537,0.0,992
Graphostroma sp. SGLMf27,EUSF0663_ITS1F_A07.ab1,gi|203285135|gb|EU715682.1|,98.32,713,10,2,1,712,32,743,0.0,1249
Graphostroma sp. SGLMf27,EUSF1088_ITS1F_D01.ab1,gi|203285135|gb|EU715682.1|,98.32,713,10,2,1,712,32,743,0.0,1249
fungal endophyte,EUSF0931_ITS1F_C05.ab1,gi|754296155|gb|KP335598.1|,100.00,563,0,0,1,563,1,563,0.0,1040
Geopyxis majalis,EUSF1211_ITS1F_H04.ab1,gi|1092916907|gb|KU932477.1|,99.04,625,5,1,1,625,40,663,0.0,1120
Graphostroma sp. SGLMf27,EUSF1542_ITS1F_B05.ab1,gi|203285135|gb|EU715682.1|,98.28,699,10,2,1,698,46,743,0.0,1223
fungal sp. NLR-2013,EUSF0951_ITS1F_G07.ab1,gi|528749324|gb|KC867746.1|,98.59,566,5,3,1,566,18,580,0.0,998
Biscogniauxia mediterranea,EUSF0796_ITS1F_H11.ab1,gi|686476922|gb|KM216771.1|,98.00,550,5,4,1,546,4,551,0.0,950
Biscogniauxia mediterranea,EUSF1355_ITS1F_A11.ab1,gi|686476922|gb|KM216771.1|,97.64,550,7,4,1,546,4,551,0.0,939
Cladosporium cf. ramotenellum,EUSF0543_ITS1F_H03.ab1,gi|1246351628|gb|KY781778.1|,100.00,506,0,0,1,506,41,546,0.0,935
Biscogniauxia mediterranea,EUSF0999_ITS1F_H01.ab1,gi|686476922|gb|KM216771.1|,97.83,552,6,4,1,548,4,553,0.0,948
Diaporthe rudis,EUSF0698_ITS1F_D11.ab1,gi|1209331120|gb|KY011889.1|,98.73,550,5,2,1,550,15,562,0.0,976
fungal sp. NLR-2013,EUSF0938_ITS1F_B06.ab1,gi|528749324|gb|KC867746.1|,99.61,512,2,0,1,512,70,581,0.0,937
Capnodiales sp. WQ-2013g,EUSF0745_ITS1F_E05.ab1,gi|1126364292|dbj|LC121129.1|,100.00,494,0,0,1,494,6,499,0.0,913
Capnodiales sp. WQ-2013g,EUSF0810_ITS1F_H01.ab1,gi|1126364292|dbj|LC121129.1|,100.00,494,0,0,1,494,6,499,0.0,913
Graphostroma sp. SGLMf27,EUSF0634_ITS1F_C03.ab1,gi|203285135|gb|EU715682.1|,98.60,713,8,2,1,712,32,743,0.0,1260
Penicillium glabrum,EUSF1712_ITS1F_C11.ab1,gi|1159180477|gb|KY684280.1|,100.00,536,0,0,1,536,16,551,0.0,990
fungal endophyte,EUSF1616_ITS1F_D09.ab1,gi|129562620|gb|EF420017.1|,100.00,619,0,0,1,619,36,654,0.0,1144
Penicillium expansum,EUSF1721_ITS1F_D12.ab1,gi|1135522017|gb|KX243327.1|,100.00,538,0,0,1,538,67,604,0.0,994
Capnodiales sp. WQ-2013g,EUSF0892_ITS1F_B12.ab1,gi|1126364292|dbj|LC121129.1|,100.00,498,0,0,1,498,6,503,0.0,920
Devriesia fraseriae,EUSF1699_ITS1F_F09.ab1,gi|1124120568|ref|NR_144961.1|,99.61,519,1,1,1,519,61,578,0.0,946
Stemphylium vesicarium,EUSF0540_ITS1F_C12.ab1,gi|1253224941|gb|MG065802.1|,100.00,541,0,0,1,541,8,548,0.0,1000
Biscogniauxia mediterranea,EUSF1160_ITS1F_D10.ab1,gi|686476922|gb|KM216771.1|,97.82,550,6,4,1,546,4,551,0.0,944
Biscogniauxia mediterranea,EUSF1714_ITS1F_E11.ab1,gi|686476922|gb|KM216771.1|,97.64,552,7,4,1,548,4,553,0.0,942
Cladosporium cf. ramotenellum,EUSF0609_ITS1F_B12.ab1,gi|1246351628|gb|KY781778.1|,100.00,507,0,0,1,507,41,547,0.0,937
Capnodiales sp. WQ-2013g,EUSF0848_ITS1F_F06.ab1,gi|1126364292|dbj|LC121129.1|,100.00,507,0,0,1,507,6,512,0.0,937
Cladosporium cf. ramotenellum,EUSF1117_ITS1F_A05.ab1,gi|1246351628|gb|KY781778.1|,100.00,507,0,0,1,507,41,547,0.0,937
Cladosporium cf. ramotenellum,EUSF1119_ITS1F_C05.ab1,gi|1246351628|gb|KY781778.1|,100.00,507,0,0,1,507,41,547,0.0,937
Cladosporium cf. ramotenellum,EUSF1122_ITS1F_F05.ab1,gi|1246351628|gb|KY781778.1|,100.00,507,0,0,1,507,41,547,0.0,937
fungal sp. NLR-2013,EUSF0885_ITS1F_C11.ab1,gi|528749510|gb|KC867932.1|,100.00,508,0,0,1,508,23,530,0.0,939
Cladosporium cf. ramotenellum,EUSF1214_ITS1F_C05.ab1,gi|1246351628|gb|KY781778.1|,100.00,508,0,0,1,508,41,548,0.0,939
Cladosporium cf. ramotenellum,EUSF0808_ITS1F_F01.ab1,gi|1246351628|gb|KY781778.1|,100.00,509,0,0,1,509,41,549,0.0,941
Pezizomycetes sp. DC2065,EUSF1318_ITS1F_D06.ab1,gi|239948642|gb|GQ153008.1|,100.00,573,0,0,3,575,7,579,0.0,1059
Cladosporium cladosporioides,EUSF1383_ITS1F_A08.ab1,gi|1173125830|gb|KY039310.1|,100.00,513,0,0,1,513,12,524,0.0,948
Tricharina striispora,EUSF0815_ITS1F_E02.ab1,gi|395805287|gb|JQ836556.1|,97.59,539,9,4,1,536,35,572,0.0,920
Penicillium glabrum,EUSF1176_ITS1F_D12.ab1,gi|1159180477|gb|KY684280.1|,100.00,536,0,0,1,536,16,551,0.0,990
Capnodiales sp. WQ-2013g,EUSF0746_ITS1F_G05.ab1,gi|1126364292|dbj|LC121129.1|,100.00,494,0,0,1,494,6,499,0.0,913
Xylaria sp. ICMP 20627,EUSF1451_ITS1F_B11.ab1,gi|909838518|gb|KP689114.1|,99.81,537,1,0,1,537,75,611,0.0,987
Neofusicoccum australe,EUSF1312_ITS1F_F05.ab1,gi|1279118004|gb|MG547966.1|,100.00,538,0,0,1,538,21,558,0.0,994
Penicillium expansum,EUSF1711_ITS1F_B11.ab1,gi|1135522017|gb|KX243327.1|,100.00,538,0,0,1,538,67,604,0.0,994
Neofusicoccum australe,EUSF1276_ITS1F_B01.ab1,gi|1149000109|gb|KX871868.1|,99.81,539,0,1,1,539,41,578,0.0,989
fungal sp. MUT 2828,EUSF1617_ITS1F_E09.ab1,gi|723218889|gb|KF993429.1|,100.00,539,0,0,1,539,20,558,0.0,996
Cladosporium cf. ramotenellum,EUSF1683_ITS1F_C12.ab1,gi|1246351628|gb|KY781778.1|,100.00,497,0,0,1,497,51,547,0.0,918
Cladosporium sp.,EUSF0794_ITS1F_F11.ab1,gi|1314929436|gb|MG686513.1|,100.00,476,0,0,1,476,35,510,0.0,880
Capnodiales sp. WQ-2013g,EUSF0889_ITS1F_G11.ab1,gi|1126364292|dbj|LC121129.1|,100.00,498,0,0,1,498,6,503,0.0,920
Capnodiales sp. WQ-2013g,EUSF0759_ITS1F_C07.ab1,gi|1126364292|dbj|LC121129.1|,100.00,477,0,0,1,477,21,497,0.0,881
Graphostroma sp. SGLMf27,EUSF1546_ITS1F_F05.ab1,gi|203285135|gb|EU715682.1|,98.32,713,10,2,1,712,32,743,0.0,1249
Cladosporium pseudocladosporioides,EUSF0707_ITS1F_E12.ab1,gi|1269187261|gb|MG250413.1|,100.00,523,0,0,1,523,67,589,0.0,966
Nemania serpens,EUSF0791_ITS1F_C11.ab1,gi|961474777|gb|KU141386.1|,100.00,545,0,0,1,545,55,599,0.0,1007
Graphostroma sp. SGLMf27,EUSF0648_ITS1F_B05.ab1,gi|203285135|gb|EU715682.1|,98.32,713,10,2,1,712,32,743,0.0,1249
Cladosporium cf. ramotenellum,EUSF1033_ITS1F_B06.ab1,gi|1246351628|gb|KY781778.1|,100.00,507,0,0,1,507,41,547,0.0,937
Cladosporium cf. ramotenellum,EUSF1127_ITS1F_C06.ab1,gi|1246351628|gb|KY781778.1|,100.00,507,0,0,1,507,41,547,0.0,937
fungal sp. NLR-2013,EUSF0882_ITS1F_H10.ab1,gi|528749510|gb|KC867932.1|,100.00,508,0,0,1,508,23,530,0.0,939
